stature,weightkg,chestbreadth
1727,802,276
1706,876,285
1830,1052,343
1733,844,294
1847,931,294
1676,857,291
1721,846,281
1694,749,272
1763,756,261
1779,916,301
1793,892,285
1948,1127,305
1875,983,298
1694,682,264
1696,672,269
1743,933,287
1835,744,294
1668,889,290
1687,684,265
1744,869,265
1712,1076,303
1570,873,283
1686,830,290
1900,1072,314
1687,665,273
1827,1160,301
1652,974,294
1733,699,268
1889,1003,301
1722,768,258
1758,882,301
1717,980,293
1717,919,300
1763,896,283
1815,814,288
1735,902,276
1794,1046,298
1568,639,269
1711,633,270
1743,1082,320
1723,752,279
1809,925,291
1830,830,301
1760,822,299
1714,737,263
1710,927,316
1731,890,285
1724,662,290
1638,616,278
1649,851,297
1768,1028,301
1818,990,302
1840,1074,315
1727,1122,297
1742,805,279
1700,691,275
1722,842,309
1809,849,301
1695,664,285
1649,585,252
1719,809,278
1731,871,293
1773,1189,319
1770,1029,301
1773,1026,323
1763,940,287
1814,944,320
1805,856,303
1838,1000,309
1884,883,289
1811,1005,315
1669,938,312
1787,804,291
1780,867,279
1732,1063,305
1604,705,259
1770,1021,309
1732,707,265
1688,859,299
1710,643,289
1792,623,270
1867,997,301
1825,851,276
1808,812,268
1789,972,291
1754,737,260
1742,816,297
1715,714,283
1585,627,277
1897,847,313
1772,609,256
1738,675,303
1738,802,292
1705,1020,309
1764,618,258
1733,802,265
1756,708,287
1820,852,289
1608,813,291
1741,883,294
1902,1268,298
1680,631,248
1790,621,262
1825,1076,305
1801,1162,317
1752,922,300
1689,743,273
1845,866,299
1638,728,291
1663,780,286
1807,836,298
1758,729,283
1718,860,288
1746,1006,282
1646,731,267
1757,947,276
1853,720,258
1703,882,299
1850,830,272
1684,1065,303
1745,904,278
1814,724,274
1642,659,259
1875,996,298
1761,734,258
1788,777,297
1726,621,269
1660,766,274
1598,693,301
1719,867,294
1692,906,312
1741,851,297
1760,781,289
1746,994,339
1739,932,318
1760,1028,325
1750,822,297
1742,932,308
1803,1260,315
1766,779,295
1830,901,282
1748,1157,312
1762,925,327
1714,828,292
1716,798,258
1677,1092,309
1714,1001,316
1820,873,302
1753,894,318
1784,1052,321
1758,847,295
1659,744,289
1793,820,296
1727,1119,313
1777,1287,314
1885,1050,330
1716,694,277
1634,662,282
1763,1307,356
1775,953,302
1823,781,285
1816,868,303
1886,923,293
1700,850,283
1759,835,265
1720,646,259
1716,858,299
1741,742,284
1730,887,304
1773,1057,301
1665,736,273
1747,696,274
1779,1137,303
1629,584,258
1656,720,279
1749,1009,310
1858,816,287
1769,921,307
1837,907,328
1691,813,279
1775,914,288
1743,918,271
1721,957,308
1629,675,272
1672,752,276
1659,814,270
1896,771,276
1730,774,275
1684,712,270
1757,844,288
1747,946,301
1646,674,286
1744,890,290
1798,902,275
1883,1354,336
1837,1020,306
1663,646,265
1832,831,298
1845,888,311
1754,850,316
1867,870,288
1819,1030,304
1771,909,288
1814,691,254
1790,778,291
1823,778,272
1807,866,290
1871,1001,278
1645,620,270
1762,692,256
1735,660,253
1797,1129,295
1751,797,276
1745,732,262
1778,751,254
1723,713,277
1692,912,313
1749,932,303
1725,766,284
1777,771,279
1728,794,294
1658,789,298
1656,761,285
1698,753,271
1765,981,286
1710,858,281
1766,866,316
1743,1010,334
1744,1240,314
1805,1014,310
1783,1138,318
1701,898,279
1955,1178,318
1823,1263,322
1816,1054,319
1762,727,270
1619,660,249
1614,746,264
1654,713,288
1791,838,282
1737,708,284
1694,906,305
1774,754,263
1798,930,304
1834,1111,292
1860,895,290
1664,694,252
1803,935,323
1774,680,291
1748,942,281
1859,896,276
1655,762,301
1634,799,284
1774,1096,336
1762,976,278
1757,890,286
1785,762,284
1746,756,271
1622,717,261
1712,822,296
1657,951,303
1784,867,301
1750,761,306
1760,772,283
1790,941,299
1721,708,289
1820,922,296
1809,1096,300
1749,668,289
1771,1103,314
1707,897,284
1622,655,271
1714,630,266
1739,770,269
1803,951,308
1801,696,286
1827,941,312
1750,644,279
1844,1012,335
1846,765,260
1854,901,276
1604,685,272
1687,607,270
1659,702,271
1736,595,272
1713,705,283
1682,704,279
1729,894,288
1662,804,292
1766,924,344
1692,978,289
1790,867,290
1738,775,256
1602,760,283
1839,844,299
1794,872,297
1704,907,301
1845,848,289
1796,1017,301
1640,829,272
1748,840,292
1799,957,287
1970,1205,319
1717,781,294
1697,639,257
1604,855,306
1856,1301,309
1611,698,270
1727,992,291
1728,1130,299
1760,810,281
1661,581,266
1772,1001,305
1707,729,288
1690,779,267
1727,791,280
1775,1042,316
1681,862,299
1757,948,296
1749,859,281
1685,829,256
1724,870,281
1846,724,277
1754,992,286
1763,769,286
1783,1200,325
1630,694,268
1694,894,292
1750,903,284
1703,677,264
1711,811,274
1754,753,279
1837,869,309
1828,975,298
1762,852,271
1654,803,289
1761,749,278
1720,810,277
1737,696,262
1648,644,267
1741,736,303
1675,730,282
1695,772,293
1772,868,273
1747,1015,296
1690,802,287
1784,840,272
1823,807,292
1814,1202,303
1923,962,315
1802,676,277
1730,880,292
1712,784,288
1725,615,268
1700,752,259
1770,657,284
1899,686,264
1825,865,308
1779,746,271
1760,775,283
1806,720,261
1734,641,270
1813,842,267
1823,733,300
1768,955,314
1741,1219,315
1804,847,287
1831,896,288
1819,1158,322
1739,857,298
1716,672,272
1664,893,292
1674,977,301
1763,822,291
1761,830,279
1751,869,315
1738,760,286
1610,801,279
1767,689,254
1649,695,270
1660,793,268
1863,994,314
1688,869,277
1861,806,304
1725,986,292
1702,868,291
1721,761,266
1853,719,258
1652,727,262
1827,1265,320
1709,818,296
1727,875,314
1721,801,288
1833,1123,288
1786,725,274
1639,775,282
1689,637,244
1720,819,306
1751,1013,302
1633,932,273
1687,956,289
1816,1078,284
1777,820,275
1796,814,292
1818,1040,284
1767,908,310
1669,927,286
1689,775,292
1713,764,272
1781,702,291
1756,874,300
1674,727,271
1644,713,288
1838,714,288
1733,750,265
1681,812,284
1821,1084,300
1713,937,302
1704,835,304
1785,1197,312
1793,1004,286
1803,998,303
1725,929,293
1666,912,268
1687,786,277
1768,780,287
1626,663,262
1684,642,272
1751,913,287
1852,858,303
1624,647,273
1723,777,276
1775,1146,313
1784,591,267
1662,552,235
1719,858,286
1814,1143,291
1877,1078,306
1653,811,262
1757,837,288
1718,878,283
1842,732,288
1863,732,284
1966,873,271
1786,1231,322
1689,685,263
1700,916,286
1730,786,291
1781,783,256
1647,690,256
1698,633,264
1671,800,267
1812,749,272
1715,721,272
1807,845,276
1748,759,282
1795,765,297
1688,1178,311
1854,835,274
1816,644,281
1760,791,283
1694,919,279
1757,744,291
1799,819,303
1765,1181,314
1674,697,266
1819,1071,324
1729,1090,337
1761,925,284
1899,1026,290
1864,1196,316
1881,882,288
1746,634,271
1798,840,292
1773,991,302
1784,677,254
1740,1047,301
1979,922,285
1744,822,277
1794,899,291
1637,850,291
1737,601,261
1666,1206,297
1780,816,306
1740,783,289
1748,906,301
1667,817,281
1781,872,302
1756,848,290
1694,869,268
1790,1108,315
1736,974,305
1836,1039,284
1740,776,285
1750,718,275
1770,884,292
1807,596,251
1623,605,272
1742,796,288
1806,786,293
1787,1021,318
1750,955,284
1652,629,267
1840,760,292
1782,687,256
1779,922,309
1665,678,281
1690,715,270
1609,785,295
1888,732,286
1697,739,288
1818,723,268
1780,857,294
1791,700,284
1828,760,307
1674,717,280
1716,965,307
1778,880,294
1797,765,263
1723,974,295
1784,846,294
1688,734,269
1745,804,286
1708,708,268
1779,880,267
1685,715,288
1841,1014,309
1640,775,302
1762,1089,294
1804,965,288
1736,864,280
1804,738,278
1720,741,281
1779,934,292
1795,767,294
1703,809,288
1699,797,295
1809,1046,297
1666,787,275
1777,798,304
1634,774,282
1822,766,288
1722,808,293
1640,690,283
1577,695,272
1650,726,268
1743,590,239
1764,872,286
1945,1017,294
1765,873,295
1725,771,283
1827,1146,314
1759,880,296
1781,1035,311
1673,988,307
1787,992,297
1798,884,294
1720,788,281
1790,750,272
1678,753,273
1757,935,300
1740,826,298
1696,789,293
1791,874,282
1694,797,277
1679,639,261
1733,828,276
1814,722,257
1709,967,277
1746,970,324
1800,819,275
1716,946,334
1735,775,318
1692,686,261
1697,799,274
1826,719,279
1740,841,284
1752,643,266
1828,948,284
1707,669,256
1721,823,280
1852,768,281
1651,815,303
1707,838,296
1795,768,279
1707,695,279
1679,692,271
1735,959,272
1731,830,294
1709,937,302
1683,903,293
1802,640,279
1723,787,296
1721,1112,306
1783,837,284
1618,660,277
1721,781,262
1829,821,294
1653,922,297
1804,741,279
1785,718,277
1771,836,293
1676,725,264
1646,645,273
1859,766,270
1710,744,286
1789,633,272
1737,775,268
1624,535,251
1670,770,280
1676,847,310
1692,963,294
1622,762,282
1760,807,288
1687,1049,299
1705,667,274
1810,869,289
1831,1007,296
1663,758,265
1809,889,289
1791,902,284
1678,735,286
1832,930,295
1726,766,281
1755,888,292
1813,788,286
1835,968,284
1690,658,258
1749,716,263
1871,860,284
1875,852,281
1730,811,284
1850,1000,292
1663,784,286
1854,758,261
1688,569,255
1799,1081,297
1772,933,309
1826,1010,280
1733,750,283
1673,736,279
1713,755,288
1700,796,246
1775,742,281
1704,863,308
1838,795,293
1752,753,276
1790,900,263
1688,672,274
1684,904,304
1759,1144,310
1684,785,305
1755,754,269
1718,952,306
1745,978,298
1953,1069,313
1808,835,280
1779,690,267
1779,660,255
1767,786,276
1657,729,273
1583,736,302
1681,622,266
1812,893,304
1838,936,283
1727,877,306
1673,785,272
1737,798,295
1811,654,261
1835,905,295
1760,767,271
1793,797,279
1824,779,277
1716,695,258
1745,765,271
1765,763,287
1761,797,263
1647,632,251
1715,906,295
1756,726,253
1637,645,259
1704,743,292
1822,1122,321
1767,775,270
1809,769,261
1776,962,280
1798,916,263
1758,848,287
1673,753,283
1817,802,277
1745,929,301
1736,746,288
1748,829,267
1774,827,300
1736,738,281
1745,764,303
1672,758,283
1612,741,276
1727,795,292
1706,797,285
1639,810,294
1711,865,298
1821,682,268
1737,873,279
1830,869,285
1639,705,269
1854,873,308
1846,1200,294
1725,762,292
1717,689,268
1751,654,264
1719,862,264
1717,620,278
1718,651,270
1716,833,322
1690,567,251
1769,842,290
1905,938,293
1716,764,271
1800,825,311
1836,886,292
1804,946,315
1680,811,284
1794,828,302
1801,890,297
1787,640,252
1836,938,308
1743,1149,322
1746,895,293
1785,742,269
1726,998,306
1741,682,259
1804,743,271
1788,808,249
1829,958,298
1836,1124,313
1801,912,309
1818,1116,300
1612,606,256
1659,639,256
1776,816,282
1739,861,279
1836,1201,336
1702,901,270
1670,814,294
1742,754,282
1800,868,305
1831,894,294
1770,692,286
1697,865,294
1778,1060,290
1707,898,286
1735,792,277
1654,833,284
1794,810,276
1799,975,294
1872,734,279
1589,584,273
1755,701,283
1795,719,273
1722,764,287
1864,702,279
1660,713,282
1802,843,271
1831,791,268
1696,691,287
1772,743,285
1693,611,274
1713,630,258
1652,673,268
1715,764,273
1713,811,273
1710,775,275
1751,867,286
1668,567,241
1720,935,286
1665,648,243
1670,774,282
1869,758,295
1681,716,267
1559,639,244
1798,882,297
1682,694,265
1681,728,284
1817,765,276
1792,1096,291
1806,710,280
1766,902,301
1738,773,280
1684,686,273
1674,560,264
1786,782,268
1697,703,273
1830,950,289
1697,614,275
1816,756,273
1660,735,261
1681,781,281
1866,918,292
1635,667,263
1717,691,263
1803,1001,301
1623,706,276
1745,777,290
1800,819,292
1673,888,281
1760,823,297
1874,763,286
1739,947,296
1753,797,291
1839,918,297
1803,825,283
1720,761,306
1788,821,293
1771,703,269
1691,608,272
1723,697,276
1840,779,292
1793,888,285
1778,794,294
1821,843,309
1685,707,282
1722,885,291
1786,1093,310
1780,754,272
1811,826,295
1787,894,301
1748,772,280
1830,716,295
1656,681,281
1816,888,294
1741,735,261
1745,791,275
1795,813,273
1748,815,300
1806,830,298
1698,724,271
1791,676,276
1703,667,275
1744,740,277
1677,606,268
1736,826,294
1786,747,280
1858,1071,323
1833,862,288
1900,932,294
1743,726,274
1733,677,270
1745,866,278
1803,725,280
1713,775,284
1491,478,252
1765,766,279
1767,897,291
1773,703,283
1760,750,291
1745,846,294
1769,629,265
1653,638,276
1851,892,292
1768,674,274
1798,721,283
1656,689,296
1763,737,270
1781,765,281
1764,817,284
1704,828,304
1715,681,288
1774,888,283
1681,793,284
1786,858,279
1681,669,269
1808,722,268
1650,699,254
1674,889,266
1604,705,266
1672,665,276
1766,783,264
1865,972,304
1806,835,273
1740,816,296
1713,816,315
1740,685,269
1740,850,283
1776,723,286
1852,935,298
1853,722,270
1916,1113,318
1842,1135,328
1753,787,296
1764,671,278
1807,949,319
1810,909,290
1643,604,299
1764,824,302
1773,885,302
1777,780,286
1714,717,280
1790,773,274
1867,807,288
1697,776,289
1796,939,284
1834,965,305
1727,814,292
1819,943,294
1788,831,307
1747,821,285
1742,922,288
1797,1039,320
1783,764,277
1724,661,267
1867,972,315
1680,615,282
1754,727,276
1624,657,266
1629,686,289
1794,691,280
1588,730,261
1738,738,269
1806,864,276
1798,781,294
1625,787,285
1708,1058,317
1679,861,284
1750,839,292
1796,954,312
1843,752,291
1742,845,309
1667,771,289
1689,723,290
1843,807,281
1891,977,303
1925,1008,315
1717,1059,315
1799,954,301
1695,956,312
1773,1205,294
1806,876,300
1725,941,340
1676,838,305
1716,860,311
1819,1002,329
1739,798,302
1778,813,278
1919,1312,312
1728,937,286
1669,763,262
1697,626,274
1773,887,286
1764,710,289
1716,887,312
1802,817,281
1707,782,279
1806,841,283
1712,549,265
1870,1092,313
1772,663,272
1805,1072,309
1820,1147,322
1579,546,265
1678,859,341
1858,976,322
1773,870,298
1821,697,268
1846,942,300
1737,620,266
1737,940,330
1693,735,296
1782,809,283
1759,1045,327
1732,1069,300
1707,826,294
1751,713,276
1763,907,285
1804,876,296
1742,1128,302
1823,1063,319
1807,673,255
1775,893,292
1797,784,288
1731,717,263
1744,776,269
1673,749,274
1648,694,273
1868,801,301
1773,778,279
1923,924,308
1779,885,284
1811,757,285
1715,938,298
1747,924,294
1744,888,293
1783,661,289
1764,910,305
1701,809,279
1724,621,270
1765,796,289
1630,636,265
1713,608,261
1838,1210,332
1704,855,323
1772,744,274
1846,1114,316
1805,913,304
1805,1074,320
1680,713,285
1839,902,279
1723,829,303
1800,869,316
1861,866,307
1724,772,286
1812,801,300
1664,725,285
1706,667,253
1687,680,270
1858,1079,338
1629,745,268
1856,792,276
1757,1052,309
1750,663,277
1735,905,306
1739,587,264
1634,687,270
1772,1090,331
1600,576,262
1657,922,273
1898,815,287
1830,912,281
1712,850,284
1693,920,300
1910,1442,334
1817,739,285
1790,1062,310
1789,1049,326
1728,660,275
1684,622,261
1861,1022,284
1763,697,271
1952,939,327
1750,793,272
1763,899,279
1854,727,270
1669,690,278
1858,1140,342
1786,995,302
1712,887,307
1752,894,302
1653,842,284
1687,804,286
1689,760,263
1674,913,303
1819,673,272
1788,857,288
1679,688,281
1763,885,286
1733,708,267
1703,743,272
1814,985,304
1825,902,312
1815,852,283
1778,851,291
1744,685,263
1781,1065,294
1716,1044,313
1766,968,309
1736,902,314
1810,938,316
1839,928,300
1668,873,315
1784,769,302
1757,892,282
1777,963,318
1749,947,291
1842,665,295
1782,754,268
1734,935,312
1897,950,327
1650,822,287
1760,1052,323
1837,747,301
1718,845,290
1654,843,308
1834,925,305
1810,926,287
1722,750,282
1646,733,284
1728,815,305
1761,875,293
1780,770,276
1719,869,304
1830,850,284
1751,962,311
1758,811,307
1681,857,300
1805,879,302
1766,882,319
1740,712,284
1768,832,277
1703,742,283
1845,833,294
1853,1151,331
1756,792,291
1858,862,282
1763,753,298
1758,823,285
1768,837,290
1801,932,291
1761,879,271
1756,819,302
1830,1061,290
1726,733,284
1718,818,278
1717,907,318
1811,875,312
1780,902,311
1664,663,275
1751,740,270
1972,1093,326
1699,661,254
1819,993,315
1665,766,286
1567,619,276
1686,792,293
1771,984,327
1800,774,290
1783,879,314
1756,928,316
1722,803,273
1761,884,284
1850,836,282
1816,810,306
1772,936,298
1735,619,255
1705,772,264
1803,908,278
1750,661,280
1777,1090,299
1759,957,308
1787,877,265
1766,991,296
1762,603,268
1688,791,280
1850,791,281
1764,771,262
1798,927,294
1678,801,296
1738,969,303
1739,775,276
1577,564,237
1707,728,269
1863,1033,312
1820,710,269
1816,948,288
1856,1020,299
1806,935,276
1934,1007,331
1774,688,293
1800,941,301
1673,690,274
1944,1126,307
1841,935,291
1761,932,290
1872,979,294
1726,917,299
1764,850,301
1670,542,267
1765,948,306
1720,858,288
1718,913,323
1784,834,298
1651,891,312
1808,988,317
1740,801,276
1710,940,291
1804,1002,351
1719,898,313
1794,645,268
1736,623,266
1616,769,290
1744,627,259
1816,855,305
1749,855,293
1749,881,304
1668,765,300
1575,628,285
1708,756,288
1645,813,304
1825,956,296
1800,765,302
1810,823,299
1718,825,273
1808,1100,285
1814,773,301
1649,807,308
1857,1099,329
1765,1059,306
1748,1044,314
1730,846,317
1870,1223,319
1870,1000,287
1780,835,277
1761,690,282
1793,1002,316
1781,941,307
1705,834,307
1761,1145,324
1836,833,332
1639,945,317
1809,868,303
1738,938,313
1751,966,302
1741,1008,299
1707,921,281
1736,1023,314
1649,949,293
1767,950,310
1831,1135,323
1621,735,278
1747,748,284
1728,765,291
1801,842,283
1814,886,296
1870,726,285
1861,829,301
1806,828,296
1794,917,273
1805,1064,311
1843,804,288
1993,947,296
1847,951,305
1694,714,278
1673,578,281
1874,803,290
1736,775,304
1789,938,331
1672,962,324
1721,822,265
1864,880,296
1840,955,299
1774,596,272
1664,794,293
1781,682,266
1778,863,280
1760,801,281
1730,723,289
1890,1023,305
1926,1010,313
1795,830,274
1730,784,301
1785,1069,316
1805,809,302
1638,794,294
1789,606,292
1685,654,271
1693,748,268
1700,682,292
1738,833,266
1862,1025,328
1696,828,288
1798,891,288
1768,949,317
1629,702,272
1866,1223,336
1894,954,315
1648,727,280
1788,1008,334
1808,880,311
1847,1103,306
1676,700,270
1774,861,300
1660,786,294
1760,792,287
1757,785,275
1698,533,251
1761,677,263
1678,843,293
1796,908,289
1641,757,271
1857,629,278
1708,551,244
1816,962,295
1680,751,276
1758,939,312
1898,1055,319
1733,633,270
1680,704,279
1906,1239,336
1834,714,283
1667,859,304
1826,932,300
1803,802,296
1740,845,274
1777,687,286
1678,823,308
1726,924,317
1689,804,288
1852,816,293
1864,871,299
1790,797,306
1845,991,313
1817,829,284
1951,1105,328
1751,1038,319
1717,781,311
1711,718,284
1678,879,298
1738,799,285
1783,809,282
1695,890,295
1726,721,297
1651,910,308
1690,789,291
1790,879,291
1744,893,289
1765,889,300
1849,1007,293
1790,1074,313
1672,775,308
1740,779,292
1751,670,270
1670,516,265
1768,887,299
1664,644,258
1855,949,283
1675,710,270
1693,748,277
1807,808,301
1790,741,274
1711,611,259
1678,658,279
1741,824,273
1766,753,283
1804,856,281
1773,939,292
1643,762,285
1718,725,266
1680,700,266
1726,786,272
1671,994,300
1831,939,290
1730,652,269
1809,849,300
1726,809,306
1690,955,311
1808,838,295
1828,914,305
1765,1084,303
1818,921,316
1787,1043,305
1805,629,300
1727,800,290
1748,869,285
1873,948,305
1695,672,258
1761,741,284
1797,1012,323
1730,856,306
1690,788,301
1783,1002,337
1829,689,274
1822,877,305
1744,857,269
1803,900,299
1765,958,315
1688,753,304
1662,818,279
1663,597,272
1663,730,288
1721,806,281
1770,760,285
1725,668,270
1788,965,272
1893,794,281
1794,705,288
1763,1076,301
1831,957,310
1640,958,296
1687,983,313
1827,675,275
1798,798,287
1708,912,298
1753,876,299
1793,783,291
1858,849,311
1677,603,261
1744,887,282
1805,947,288
1623,708,286
1754,860,299
1743,743,280
1718,946,301
1697,889,276
1881,956,293
1755,602,270
1738,1153,332
1786,947,293
1714,720,270
1703,752,285
1650,669,280
1839,1062,311
1652,1088,295
1726,710,266
1738,997,301
1740,916,315
1647,947,293
1702,761,305
1637,950,329
1657,773,271
1775,846,284
1777,917,294
1774,1008,308
1706,821,300
1788,747,301
1886,1107,319
1683,774,292
1900,1271,313
1786,842,310
1712,792,283
1760,848,307
1711,832,289
1720,880,293
1798,887,294
1730,1067,302
1740,908,274
1755,699,285
1837,1009,303
1726,813,307
1790,967,316
1731,724,280
1663,656,283
1818,1054,314
1777,958,295
1786,1135,295
1799,886,307
1855,834,299
1726,834,275
1708,862,287
1748,738,278
1757,760,261
1800,778,296
1749,931,303
1706,695,270
1980,1017,301
1747,815,294
1816,1006,297
1719,606,249
1790,778,286
1688,650,259
1762,1126,337
1694,907,310
1764,815,283
1727,673,276
1840,727,280
1735,829,303
1758,936,292
1802,932,294
1802,879,279
1800,951,315
1769,756,264
1897,780,286
1690,926,299
1786,1302,325
1907,821,310
1779,1098,326
1861,956,320
1685,633,275
1797,971,301
1687,760,271
1805,926,324
1755,1084,318
1702,562,256
1746,874,291
1670,633,265
1624,826,288
1751,1033,303
1770,772,294
1722,880,293
1681,1050,286
1779,982,302
1930,689,259
1796,853,288
1658,984,296
1582,681,279
1807,1129,314
1929,939,289
1743,994,316
1714,1054,299
1697,664,289
1727,753,298
1709,1095,311
1751,679,256
1719,757,262
1817,996,295
1927,981,274
1851,1116,302
1808,729,300
1663,983,300
1834,865,268
1815,1239,310
1700,631,273
1808,965,309
1722,778,266
1679,682,253
1775,876,275
1826,1028,326
1767,935,312
1685,784,297
1735,914,315
1668,875,291
1678,637,265
1808,939,301
1846,729,284
1771,841,285
1774,877,280
1748,965,298
1789,991,307
1825,1001,285
1698,872,302
1850,1131,312
1766,744,264
1638,647,270
1818,1019,312
1664,681,274
1902,892,319
1722,824,275
1833,793,274
1847,1166,337
1690,948,286
1934,1132,303
1807,1093,306
1651,688,274
1768,1052,307
1812,768,278
1743,927,291
1715,820,283
1681,877,323
1847,825,320
1684,762,275
1865,894,304
1732,791,272
1655,677,286
1759,850,286
1764,750,288
1740,780,286
1766,752,273
1656,706,272
1681,596,253
1658,861,252
1588,552,252
1754,723,278
1788,907,291
1806,690,272
1697,959,306
1770,690,284
1796,840,296
1815,792,284
1756,706,292
1701,791,311
1751,887,316
1801,871,305
1737,874,296
1785,812,285
1771,875,307
1771,772,272
1580,654,269
1685,872,310
1675,700,277
1675,785,281
1690,870,291
1593,700,272
1737,824,301
1693,813,311
1706,873,297
1888,787,301
1706,748,278
1841,793,308
1906,942,308
1866,867,301
1788,889,281
1887,970,304
1687,938,304
1724,1046,322
1710,768,281
1763,1104,327
1722,991,284
1722,837,282
1659,687,279
1741,885,307
1710,869,294
1774,1034,279
1730,792,282
1798,651,266
1738,831,285
1781,999,308
1623,968,299
1725,847,293
1756,737,298
1800,849,301
1778,985,296
1674,774,270
1774,855,284
1705,1111,324
1749,829,292
1821,966,313
1691,665,268
1686,868,304
1823,934,293
1771,1123,326
1750,954,312
1687,776,284
1642,727,277
1734,915,291
1757,1076,306
1784,1027,319
1685,798,296
1742,839,294
1788,888,296
1694,891,309
1873,998,311
1843,1161,317
1635,767,281
1833,1179,308
1919,1086,305
1779,1329,309
1825,952,280
1734,878,295
1663,822,288
1718,870,333
1814,954,297
1760,835,272
1631,672,258
1740,938,300
1749,913,300
1757,947,310
1870,964,325
1754,720,268
1700,666,264
1683,700,275
1717,767,287
1820,785,288
1705,1209,347
1844,1100,301
1727,781,301
1697,761,286
1695,723,256
1781,820,274
1784,798,304
1719,779,258
1757,798,278
1744,680,258
1787,1096,311
1733,858,285
1698,829,268
1874,1162,311
1774,774,291
1823,989,308
1753,844,319
1793,851,306
1679,731,271
1682,776,286
1761,754,279
1717,963,275
1755,863,299
1681,928,319
1800,836,288
1862,1369,339
1706,861,285
1788,786,284
1712,1055,309
1663,693,266
1675,683,273
1707,587,256
1635,712,267
1694,746,284
1740,995,319
1680,847,298
1885,1285,313
1698,830,292
1848,881,285
1697,897,296
1814,862,265
1819,979,289
1728,868,281
1723,693,273
1808,888,313
1786,758,306
1696,703,266
1747,743,277
1775,926,299
1802,903,306
1891,908,283
1665,563,278
1800,1336,315
1793,879,256
1701,839,273
1808,769,293
1765,807,282
1874,1121,312
1686,676,271
1676,1004,280
1689,781,281
1711,709,285
1887,790,280
1725,688,268
1762,748,280
1689,746,279
1735,945,319
1708,797,290
1780,877,292
1783,799,277
1778,900,292
1814,943,279
1675,933,296
1733,878,304
1605,572,282
1738,1079,307
1711,791,299
1665,780,315
1812,912,304
1823,1166,330
1801,1107,305
1750,963,309
1686,952,290
1802,1055,317
1820,982,308
1757,965,285
1780,959,309
1780,767,275
1682,845,288
1711,957,305
1679,809,277
1674,840,288
1755,843,280
1706,842,295
1850,870,303
1676,649,257
1908,944,302
1825,926,316
1799,973,321
1810,810,263
1792,802,287
1722,667,263
1713,840,304
1775,923,317
1861,887,317
1660,790,302
1754,1102,316
1762,829,281
1724,883,282
1627,826,312
1731,1074,304
1862,750,279
1834,1004,330
1881,1264,325
1770,957,307
1675,894,320
1721,849,306
1673,930,319
1909,1193,317
1750,1042,315
1780,907,305
1840,682,294
1873,902,299
1780,1189,320
1768,922,330
1821,1010,296
1698,796,300
1690,1049,289
1773,994,301
1744,859,329
1733,729,272
1813,696,281
1834,1038,293
1864,944,297
1885,1375,346
1807,853,298
1800,843,275
1725,660,268
1748,937,295
1763,941,300
1728,770,293
1708,937,287
1657,673,275
1740,830,291
1686,783,288
1621,900,289
1623,673,275
1629,790,289
1707,1015,296
1717,574,276
1767,765,273
1847,919,307
1790,797,268
1697,731,275
1758,1065,310
1643,675,291
1753,778,298
1759,739,281
1748,779,288
1834,1207,346
1712,719,273
1787,871,298
1645,1034,304
1755,812,272
1765,807,277
1717,664,269
1749,1002,305
1758,789,278
1604,836,298
1746,755,262
1709,885,289
1656,835,293
1684,1013,313
1781,713,277
1750,776,290
1737,902,305
1891,794,286
1788,842,308
1718,932,298
1640,667,288
1836,1043,322
1604,736,280
1707,809,285
1681,830,295
1840,802,292
1711,606,258
1807,801,303
1739,668,286
1703,811,284
1770,591,274
1747,924,303
1848,938,309
1788,735,287
1814,885,304
1754,855,284
1684,839,295
1764,678,292
1729,811,299
1746,930,294
1688,846,290
1729,729,279
1835,588,281
1739,941,327
1782,1003,319
1745,817,295
1749,804,265
1720,730,266
1735,804,291
1750,849,293
1772,1025,326
1832,864,293
1850,1094,304
1664,882,289
1675,936,295
1807,920,303
1765,862,301
1792,861,313
1795,977,313
1753,707,254
1816,969,300
1600,718,291
1655,699,281
1608,711,279
1753,939,296
1704,859,314
1887,892,285
1784,744,288
1778,632,268
1877,913,294
1734,716,281
1808,899,273
1815,859,293
1793,826,283
1758,911,292
1772,967,327
1694,789,306
1661,733,282
1730,901,311
1653,693,263
1753,817,281
1740,846,305
1711,752,278
1758,944,305
1761,693,283
1725,872,300
1702,749,305
1775,899,293
1670,862,296
1768,825,288
1687,803,289
1700,740,278
1749,966,308
1710,879,289
1924,757,299
1729,882,302
1713,733,267
1737,730,263
1741,1142,337
1635,780,277
1744,1019,307
1745,1095,300
1744,687,282
1733,997,314
1786,1021,288
1797,950,294
1824,838,309
1648,970,314
1627,697,282
1793,1012,307
1703,625,268
1810,1051,325
1868,898,304
1698,914,302
1720,805,288
1752,770,304
1682,980,294
1853,1020,287
1777,783,273
1728,801,289
1726,912,293
1651,787,298
1674,607,284
1753,798,289
1721,1011,286
1783,890,296
1732,690,299
1787,684,275
1766,1085,304
1723,655,273
1757,797,298
1700,845,279
1750,578,265
1637,962,307
1773,921,296
1702,1093,308
1798,890,304
1796,873,304
1717,768,298
1718,819,286
1839,821,284
1619,691,274
1790,913,308
1893,882,301
1807,861,293
1746,1083,308
1760,718,286
1823,1069,321
1673,883,308
1724,862,314
1757,1047,300
1649,682,276
1718,877,296
1789,776,294
1669,753,299
1732,924,299
1846,767,289
1737,839,285
1706,868,292
